OBJECTID,zones905,FREQUENCY,Age_adjusted_LCM,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,wind,NO2,Temp,SO2,PM25,ozone,co,rank
362,380,2,42.85,66.55,83.245,0,125.08,351.81,0.173,43,14,23,33,111.4214376,11.21003079,45.10222978,0.238590279,21.62296327,35.08200417,0.216833804,3
624,656,1,51.7,75.06,89.56,0,129.01,352.11,0.171,31,37,7,22,97.17306328,14.94770765,50.97002697,2.077915937,33.68026924,38.27304363,0.257828802,5
620,652,2,41.65,50.36,50.15,1.18,114.855,352.15,0.155,5,46,18,14,94.97301865,17.05785452,50.54964938,2.552845019,35.67477826,37.49398858,0.251748928,3
105,110,1,41.4,50.18,55.84,0,130.84,352.53,0.226,16,15,35,43,90.75857162,17.15505171,59.64903323,7.135713021,28.35446072,39.96487427,0.264440084,3
36,37,1,47.5,61.93,75.48,0,153.57,353.05,0.193,14,11,15,36,99.0945797,16.84599161,49.31707382,1.78712371,31.74142265,36.41254902,0.248602968,4
181,188,2,44.55,61.3,95.085,0,130.015,353.5,0.172,10,21,22,30,82.49250296,14.29674634,62.13966213,2.439569715,27.03007686,40.19749475,0.241503429,4
519,547,1,42.6,50.88,0,0,0,353.98,0.175,37,32,43,31,95.00047772,16.60231372,59.75632301,2.586694186,24.39075162,44.36659916,0.275069267,3
324,337,1,45.4,55.01,56.41,0,136.6,354.44,0.226,16,15,35,43,93.06450844,17.52421061,58.07363129,6.013336182,30.20699883,40.1408844,0.266009368,4
622,654,1,45.5,89.45,44.29,0,147.81,354.54,0.141,3,26,5,10,95.8696167,12.95403194,48.5403511,1.212136889,25.96506004,34.74874115,0.211033213,4
673,707,1,37.4,79.66,59.66,0,93.48,355.06,0.161,24,13,30,19,109.9047734,17.5302218,56.03345313,3.919541524,29.13095122,33.56464495,0.23507597,2
525,553,1,48.5,95.61,73.83,0,125.58,356.19,0.164,13,22,14,20,91.09553201,14.47988864,59.91294588,2.192158427,30.069067,41.65067673,0.219475474,4
550,579,1,38.9,53.68,50.88,3.49,0,356.53,0.141,3,26,5,10,97.3733813,13.96777821,30.01653226,1.074843605,25.00653807,34.95508703,0.241419132,3
273,284,1,45.1,40.09,68.45,0,128.16,357.31,0.157,2,30,47,23,86.93286641,12.14547634,64.58065881,3.665867514,33.53923204,39.76091046,0.24888457,4
554,584,2,51.2,62.78,102.78,0,185.455,357.835,0.172,10,21,22,30,95.43882866,13.16799577,60.18750248,1.601769203,31.89800377,43.03492578,0.246820692,4
267,277,2,47.15,53.175,77.46,0,140.045,358.115,0.155,5,46,18,14,96.28520679,15.11499369,51.3946476,2.85040018,34.50417995,39.93991709,0.248222813,4
40,41,1,53.6,75.59,61.94,0,183.65,358.61,0.211,7,23,24,42,97.69763336,16.62167015,54.39452515,2.166472626,33.93891373,40.78449249,0.218054555,5
499,526,1,42.7,29.57,51.07,4.25,106.77,360.1,0.172,10,21,22,30,87.88139915,13.31044706,63.44832325,1.170480937,29.94273996,41.01759338,0.255106002,3
114,119,1,42.3,49.81,84.34,0,129.11,360.28,0.155,5,46,18,14,93.99693108,15.23715568,52.68005753,4.614461184,35.54618645,39.7995615,0.257350497,3
710,745,1,47.4,74.7,83.72,0,147.28,360.82,0.135,11,17,11,9,92.92481316,19.89345402,50.92211617,4.040838454,25.21507475,30.13464794,0.234445755,4
236,245,1,54.2,73.22,92.12,0,213.24,360.91,0.208,22,38,33,40,89.82951355,15.30757005,57.84085655,24.9381326,30.52190367,39.45864232,0.234754041,5
315,327,2,42.35,51.685,76.36,0,118.455,361.44,0.157,2,30,47,23,89.01447233,12.13196262,65.32532629,3.219762723,33.69780318,38.93159914,0.248977831,3
174,181,1,48.9,80.17,48.05,0,158.9,361.61,0.145,20,25,21,8,95.95195465,14.77754383,33.62760773,1.252818537,28.22821236,33.84562836,0.250164169,4
411,433,1,37.1,36,51.15,0,92.67,362.29,0.175,8,39,42,29,102.2010829,16.79584408,62.39946874,1.082580368,36.70660019,41.76450729,0.278789123,2
674,708,1,53.9,40.19,122.07,0,136.36,362.62,0.218,19,41,39,41,95.19155121,17.08047295,54.36002731,3.851547718,35.85992432,40.11999512,0.247441471,5
454,477,2,45.25,49.26,49.73,0,85.7,362.79,0.218,19,41,39,41,95.53371048,17.89348388,53.24537659,2.503387585,34.86562872,35.15052891,0.270477951,4
66,69,2,51.2,56.53,67.41,2.355,160.445,363.05,0.201,30,48,49,44,88.29863594,13.14083781,60.84627633,4.271234286,35.20867584,39.15973736,0.26071608,4
51,54,1,49.3,57.65,72.24,0,140.67,363.32,0.226,16,15,35,43,106.1343714,16.34565671,60.00106557,2.127462586,32.82647959,41.81094869,0.275794983,4
252,261,2,39,42.735,33.1,0,104.28,364.015,0.157,2,30,47,23,85.82474137,9.95298462,65.46402665,3.873364568,33.79210587,36.98868275,0.25754096,3
19,18,2,48.85,56.04,69.995,2.72,147.805,364.305,0.161,4,24,48,13,48.5810139,14.18532545,69.39144592,1.970507395,34.63354116,36.66380978,0.2673832,4
334,347,2,50.6,69.2,68.67,0,168.87,364.395,0.172,10,21,22,30,90.32516797,14.60472496,61.95239385,0.168542986,32.66703415,43.68255615,0.262258753,4
770,808,1,42.9,52.23,73.15,0,138.01,365.3,0.201,30,48,49,44,90.39018141,11.93241583,60.05161721,3.783597946,32.45170975,36.27847767,0.258951031,3
695,729,1,57.6,79.3,67.39,0,165.9,366.03,0.193,14,11,15,36,96.55316925,14.32223887,29.45211298,1.704549656,28.38330931,34.69204736,0.262627389,5
632,664,2,49.6,81.755,57.56,0,126.735,367.48,0.141,3,26,5,10,100.318072,13.50315383,49.86726952,1.669806799,26.3936019,34.86481412,0.200494211,4
24,24,2,41.95,59.585,56.745,1.315,112.875,367.91,0.149,45,6,4,7,102.9663981,14.74964592,50.47146931,0.337534855,23.26636839,39.35325012,0.252309942,3
486,510,1,36.1,52.92,50.2,0,52.93,369.26,0.218,19,41,39,41,95.46553802,18.02056503,53.03189468,1.983987927,34.37023799,37.31619358,0.254357316,2
760,798,2,44.7,69.005,53.045,0,123.03,369.655,0.211,7,23,24,42,96.49536921,17.84657949,52.71087723,0.925274656,35.10115242,40.04081612,0.244212865,4
147,152,2,49.85,55.665,79.535,0,148.3,371.235,0.211,7,23,24,42,96.5586923,17.44716477,54.32690795,1.878397346,35.52951431,42.19621118,0.239326175,4
15,14,1,60.2,105.84,63.69,0,208.18,371.37,0.223,34,44,40,49,86.10569,10.44487739,64.85416889,5.852886796,35.21919584,36.34261513,0.269717854,5
185,192,1,57.3,103.05,75.64,0,206.99,372.02,0.226,16,15,35,43,89.52793503,16.84153271,58.51681709,30.34675026,29.65956879,39.36349614,0.265491605,5
192,199,1,55.9,79.01,92.16,0,180.03,372.07,0.223,34,44,40,49,86.74335861,12.70637345,58.68346024,7.052946091,31.12905836,38.0036335,0.232422423,5
753,791,1,45,40.33,52.53,0,0,374.25,0.222,36,50,45,46,81.50241852,14.92481899,64.84065501,3.742489417,34.28409322,36.60630544,0.250869085,4
765,803,2,40.75,76.905,25.13,0,0,374.54,0.161,24,13,30,19,102.9055749,18.3106214,53.82152133,3.921553787,27.55227264,30.43262035,0.234672851,3
93,97,1,46,38.89,65.81,0,129.39,374.68,0.231,26,42,29,45,75.52047348,11.30624986,69.12771034,3.831543505,34.49281788,36.59708309,0.276652537,4
204,211,1,53.2,103.74,88.69,0,172.37,374.71,0.161,4,24,48,13,84.92145469,13.55763375,71.66862696,2.284680497,29.49894784,35.04112282,0.258217263,5
256,266,1,45.5,70.88,68.39,0,102.5,375.21,0.16,21,9,16,21,97.75297477,13.04306152,50.91859436,1.620723909,28.65203701,36.46261146,0.267525434,4
480,503,1,71.9,113.06,111.94,0,210.65,375.83,0.26,41,49,32,50,98.19062551,14.10982963,58.92330869,2.373634696,29.303243,40.32384067,0.2304039,5
406,428,1,29.7,39.71,32.13,0,0,376.19,0.145,20,25,21,8,91.75175285,14.64076328,37.84736538,1.436452091,28.70009518,34.25986671,0.24579069,1
682,716,1,42.8,50.83,74.25,0,114.17,376.7,0.173,43,14,23,33,109.2073562,10.5526325,45.65937439,0.202792019,18.29497803,34.2644633,0.216239247,3
77,80,1,51,90.6,75.7,0,160.69,376.83,0.173,43,14,23,33,109.896528,10.72535774,44.61056235,0.662076163,19.22779307,33.72861683,0.216573779,4
345,361,1,44.6,79.04,70.37,0,146.05,377.54,0.135,11,17,11,9,95.35574849,19.35944839,51.28753317,3.975390184,26.06835783,29.783566,0.234458128,4
124,129,1,48.9,61.4,76.65,3.64,152.46,377.62,0.193,14,11,15,36,99.88772202,16.39514478,46.94297345,3.359962066,29.74443563,36.53191503,0.245159407,4
151,157,2,44.9,49.615,67.24,0,125.71,380.455,0.223,34,44,40,49,87.46909269,12.50255172,60.2637531,4.713934134,32.33603081,36.04214589,0.261749324,4
768,806,2,42.95,73.675,25.155,0,122.395,380.725,0.141,3,26,5,10,95.35354233,13.07772315,43.58370094,1.379184923,25.62698236,34.66795865,0.209366254,3
848,889,2,46.1,38.17,61.485,0,115.245,380.895,0.222,36,50,45,46,72.64563783,13.44258225,68.5503858,3.324157914,35.40607103,36.82618523,0.273881573,4
87,90,1,44.8,69.1,81.23,0,98.11,382.58,0.187,6,10,6,25,96.6362133,20.00858803,52.43378639,0.661476925,28.10117197,34.39637089,0.270797871,4
226,234,1,51,84.63,99.93,0,145.43,384.23,0.172,10,21,22,30,85.04144287,14.02546616,62.87584076,3.230844784,25.90428886,39.33879471,0.241443718,4
253,263,1,51.6,89.69,76.92,0,170.7,384.62,0.155,5,46,18,14,97.8668529,15.52719831,49.92682212,1.928861584,34.85034561,38.48442732,0.264941267,5
474,497,2,39.8,98.67,0,0,139.54,386.73,0.193,14,11,15,36,92.50298187,15.08509449,28.87313145,3.011183226,29.79031849,35.69572004,0.243095563,3
342,357,1,44,43.75,47.02,0,102.42,387.17,0.138,17,1,9,10,94.92674866,16.12766552,56.96453247,1.073220301,29.19837532,40.77413635,0.251860037,3
659,692,1,39.6,58.34,0,0,0,388.14,0.231,26,42,29,45,86.4867878,9.893480301,65.86870193,4.337977529,35.24285889,35.82929516,0.267588153,3
250,259,1,46.4,66.17,78.67,0,139.51,388.27,0.211,7,23,24,42,96.41479492,18.06015539,52.52086449,1.246270329,34.6549015,38.19225375,0.249422687,4
730,767,1,58.1,51.57,39.55,0,198.61,388.9,0.172,10,21,22,30,85.02151707,14.07081332,63.52410289,4.41911803,25.55642918,40.00035422,0.236072747,5
461,484,2,38.4,30.95,29.18,0,74.975,388.965,0.157,2,30,47,23,86.86383502,14.45038205,65.25060082,2.709256878,31.5708878,42.5569102,0.273134435,2
715,750,2,43.35,61.23,69.8,0,116.875,389.05,0.211,7,23,24,42,97.63965137,16.47349644,51.43225028,2.197578998,32.54905765,38.63677228,0.229069743,3
46,47,3,49.96666667,66.74,91.51666667,0,152.8466667,389.92,0.157,2,30,47,23,85.20987057,9.114102237,64.85100361,3.946593404,33.90536617,36.70849605,0.260512467,4
50,52,2,55.2,72.05,93.755,0,159.43,390.625,0.157,2,30,47,23,83.37859552,8.916837514,67.97853372,3.761831086,34.80842285,34.90891293,0.261489646,5
9,8,1,68.2,73.65,134.05,0,247.5,392.77,0.226,16,15,35,43,100.8454037,15.00115657,58.15544605,5.203216195,29.55912399,40.28253784,0.265094572,5
79,82,2,53.75,87.39,109.98,0,165.52,393,0.2155,28,41,36.5,44.5,88.07879755,13.6901394,58.08013281,9.138950963,30.85092789,38.85159366,0.237133865,5
505,533,2,47.2,67.415,81.79,0,146.91,393.485,0.164,4.5,18,5.5,17.5,92.98802567,12.84312617,44.27377749,0.76352591,27.18949469,34.1187803,0.235005351,4
290,301,1,50.3,44.19,87.16,0,142.91,393.57,0.209,27,35,38,47,76.52731476,17.20296783,65.39546509,5.150227451,35.4154747,38.97665215,0.269706433,4
335,348,1,51.5,60.48,63.74,0,156.71,393.63,0.222,36,50,45,46,83.97671127,15.44491895,62.97722054,5.13266921,32.49572945,37.60396004,0.248084679,5
524,552,1,37.8,73.9,0,0,0,393.96,0.187,6,10,6,25,95.00228337,11.63022256,49.94319807,2.729972601,30.7185906,35.45305361,0.20681986,2
465,488,1,47.9,44.96,56.54,0,129.58,394.65,0.172,10,21,22,30,87.76005363,14.21088886,62.13995743,1.083788514,31.67788601,41.36589813,0.224033511,4
468,491,1,50.4,77.54,90.81,0,171.28,395.06,0.172,10,21,22,30,93.15649923,14.20942879,60.88107427,0.706040621,33.12637075,43.20686086,0.249101231,4
463,486,3,54.23333333,76.25333333,90.87333333,0,188.6466667,395.7233333,0.226,16,15,35,43,102.6585973,14.69467402,58.8558569,5.395204584,29.45833111,41.32187398,0.263251081,5
398,420,2,53.25,75.205,113.16,0,150.725,397.28,0.226,16,15,35,43,100.2088369,14.74325562,59.01595275,1.585553775,29.53390472,41.25487455,0.268969872,5
655,688,2,44.15,67.065,38.455,0,117.77,397.8,0.211,7,23,24,42,96.48318545,17.63312261,53.32587084,0.863942718,36.03954252,41.56245486,0.243824415,3
397,419,1,49,53.99,65.59,0,136.74,398.33,0.175,8,39,42,29,87.47955704,16.26985645,65.87921143,0.716754198,35.51950264,41.0227108,0.272686273,4
145,150,2,55.6,53.815,87.365,0,155.465,398.8,0.231,26,42,29,45,75.3417821,9.286270261,70.08307552,4.256562204,34.14404106,36.03511613,0.274893004,5
162,168,1,46.6,0,93.41,0,134.14,398.84,0.26,41,49,32,50,97.79427338,12.87011894,55.75680256,4.061360836,30.18016863,37.5703764,0.214669511,4
776,815,1,53.8,54.9,113.97,0,160.88,399,0.211,7,23,24,42,98.42975616,13.92074943,53.72438526,3.070356846,34.48928165,39.39402866,0.201693814,5
665,698,1,64.7,128.55,61.77,0,195.24,399.63,0.211,7,23,24,42,98.37904358,15.06803894,53.5149374,2.989252329,33.79497242,40.21373749,0.202017236,5
366,385,1,46.6,59.28,68.74,0,127.73,400.9,0.155,5,46,18,14,95.78287252,14.35331726,53.65181224,3.538339059,34.63427734,40.31218338,0.24888989,4
121,126,1,49.8,79.32,67.5,0,132.25,401.3,0.201,30,48,49,44,90.06069794,11.78155308,61.34945755,3.872524643,33.40836868,37.5339119,0.257874531,4
619,651,1,65.8,87.68,106.56,0,148.89,401.61,0.218,19,41,39,41,94.08189392,16.40272649,53.99201775,2.723048449,33.22368813,36.2773641,0.252135376,5
537,566,1,41.4,44.2,61.33,0,88.91,402.54,0.157,2,30,47,23,85.79364014,7.722226143,65.45692539,3.954234034,34.43155146,35.15180254,0.261151429,3
28,29,1,42.7,79.84,0,0,0,403.08,0.26,41,49,32,50,97.55290985,13.7116667,57.24000495,3.206637314,29.71112306,38.73959796,0.223640288,3
159,165,1,51.4,57.68,83.27,0,139.68,403.26,0.172,10,21,22,30,91.0621109,13.50237195,61.60059929,0.586758887,32.27677949,43.14724286,0.252280677,5
382,401,2,59.5,87.52,111.69,0,200.98,403.31,0.2355,24,36,28,46,99.39111684,15.07731617,55.87041652,5.766977263,29.97207445,39.62477277,0.222876084,5
752,790,1,49.8,60.1,66.38,0,101.73,405.61,0.218,19,41,39,41,93.87787628,17.05718899,53.96543694,3.359599233,32.37133312,36.96514511,0.253501482,4
678,712,2,51.15,59.585,81.9,0,148.55,405.73,0.209,27,35,38,47,85.69748955,17.56964264,62.56198343,5.604170164,32.54446192,40.17335968,0.268987831,4
775,814,2,55.2,79.975,97.07,0,180.29,405.98,0.157,2,30,47,23,86.90882819,8.852237974,65.48576355,3.752325842,33.9647116,36.40708992,0.260914454,5
589,619,1,38.4,55.33,73.23,0,0,408.96,0.141,3,26,5,10,108.5717363,14.60075116,42.64890814,1.285066798,22.08547926,33.14150906,0.234017616,2
609,640,2,51.15,69.02,85.425,0,163.145,410.59,0.141,3,26,5,10,103.581481,15.60027766,39.76139498,1.034762718,24.32474423,32.79815197,0.238370043,4
438,461,1,50.6,71.04,69.29,0,0,412.83,0.154,35,28,20,18,104.1638212,14.02554965,47.00080109,3.639982343,20.12477541,40.55724478,0.225145441,4
368,387,1,54,62.48,117.57,0,173.22,413,0.209,27,35,38,47,82.82308807,17.03418312,65.43930206,3.940665913,35.92312775,39.55912247,0.269623905,5
41,42,1,51.7,50.7,81.47,7.78,132.7,415.72,0.211,7,23,24,42,96.71372414,16.77568245,55.31923866,2.974022806,35.34292698,44.44163418,0.239383481,5
767,805,2,58.7,87.585,113.93,0,216.005,415.81,0.164,13,22,14,20,96.15448151,14.36598277,56.56780549,1.9673643,29.21698742,38.53514633,0.236753953,5
452,475,1,49.5,66.11,82.26,0,117.4,416.8,0.155,5,46,18,14,95.19705009,14.26089859,52.44149303,2.849319994,34.0505724,39.98733997,0.242330108,4
377,396,2,45.9,44.62,73.675,0,104.155,417.37,0.164,13,22,14,20,96.65045802,14.08311415,55.38374075,2.32501336,30.06948185,38.53856532,0.235698867,4
581,611,1,51.3,34.81,80.65,0,159.06,418.2,0.223,34,44,40,49,85.97209494,14.03452574,62.01561901,7.610817432,33.56860188,37.89805349,0.265442818,5
376,395,1,46.6,98.84,67.52,0,118.04,422.41,0.173,43,14,23,33,109.0504652,11.12955173,46.46388002,0.190196002,17.75423874,35.35534363,0.216247752,4
269,279,1,55,51.66,59.03,0,148.36,424.82,0.201,30,48,49,44,80.19111252,12.59173791,61.75429916,4.240196109,32.68656349,40.19873571,0.264665801,5
96,100,1,53.9,152.75,0,0,0,424.99,0.145,20,25,21,8,98.37197838,13.3725499,34.3705637,1.383522457,22.06894398,33.7903162,0.253806316,5
414,436,1,50,54.1,75.82,0,106.82,425.62,0.171,31,37,7,22,97.94689369,14.68363452,46.18601036,1.805690676,30.92308474,35.15073299,0.24241323,4
118,123,2,45,66.25,19.225,0,111.995,426.885,0.193,46,31,31,35,96.88271178,11.82370277,45.41489894,2.940514318,20.91926594,36.60622474,0.260537014,4
696,730,2,52.15,45.04,77.98,0,152.035,427.15,0.175,8,39,42,29,100.3329163,17.48877406,61.87794924,2.515838772,35.19893313,41.92464113,0.272287317,5
130,135,1,49.7,58.85,80.01,0,145.96,427.87,0.172,10,21,22,30,87.21571132,13.93538129,63.46192006,2.341844712,28.98204041,40.64352544,0.247454122,4
494,521,1,65.2,55.9,121.91,0,164.36,432.43,0.218,19,41,39,41,95.33657837,16.91211796,53.11893082,3.199864745,34.25829315,35.21880976,0.259808371,5
237,246,1,64.3,65.05,109.07,0,202.93,433.08,0.223,34,44,40,49,86.15298004,13.22604847,63.18763733,7.456062317,34.36533203,37.63751507,0.283831067,5
242,251,2,54.9,50.86,75.7,1.815,153.445,435.26,0.226,16,15,35,43,84.86475373,15.57952147,60.79011393,7.886000214,32.28478384,39.43086815,0.26109688,5
336,349,1,50.3,0,69.7,0,0,438.79,0.209,27,35,38,47,85.01769924,16.63388557,62.45204401,6.250615418,31.30365109,38.04052067,0.246019823,4
666,699,1,55.4,81.4,88.85,0,153.02,439.53,0.26,41,49,32,50,98.7676417,14.55824629,55.56381734,5.046789646,31.13956706,39.67277908,0.213516995,5
308,320,2,66.25,98.17,122.5,0,240.13,441.49,0.226,16,15,35,43,102.619091,14.83518389,59.04469109,8.235410579,29.40669639,41.56372611,0.254690856,5
798,838,1,44.3,47.46,47.44,0,98.57,441.78,0.208,22,38,33,40,94.35402044,14.93463453,53.38016764,3.519037167,32.28452492,39.82275391,0.243709197,3
756,794,1,45.9,137.42,0,0,132.08,442.12,0.16,21,9,16,21,96.50501506,14.44228935,45.2309761,1.645698269,30.83248456,35.82006727,0.267589714,4
611,643,2,72.05,78.165,128.7,0,242.175,442.2,0.211,7,23,24,42,97.39499719,15.81196066,55.3212672,2.047839731,33.29567801,42.10191952,0.240499078,5
107,112,1,47.3,0,75.62,0,0,442.3,0.155,5,46,18,14,95.14813805,15.17517924,52.0245266,3.607873142,35.13772488,40.0883461,0.250004819,4
216,224,1,63.8,72.2,88.51,0,193.39,442.48,0.201,30,48,49,44,90.52642059,12.56506634,59.44065984,4.022865931,32.5764459,36.4496073,0.254886459,5
520,548,1,52.5,41.08,95.4,0,138.17,443.15,0.141,3,26,5,10,100.2950287,13.18925674,34.13635377,1.601721432,24.32606302,34.35170555,0.237206928,5
545,574,2,53.7,96.565,112.67,0,166.105,446.29,0.175,8,39,42,29,109.2668305,16.51485181,60.8280263,1.512615785,33.78883124,41.47780562,0.266778063,5
777,816,2,52.1,63.575,72.62,0,165.82,446.715,0.223,34,44,40,49,85.74671479,12.94229465,60.0896863,7.673580981,32.25273066,37.37593842,0.244438774,5
485,509,1,78,95.96,111.39,0,237.25,449.44,0.201,30,48,49,44,82.28213065,10.2227593,62.65969549,4.131819759,33.63848931,36.07125746,0.266531636,5
529,558,1,65.8,94.12,93.23,0,229.69,450.05,0.201,30,48,49,44,89.52449646,13.52943172,59.64923935,3.952047443,33.76128769,37.67350388,0.259005538,5
605,636,2,53.15,54.41,126.005,0,153.44,451.65,0.226,16,15,35,43,102.4264844,14.82299598,59.52819888,8.85833784,29.48758682,42.08665626,0.248461621,5
247,256,1,59.7,69.98,101.67,0,121.07,455.9,0.218,19,41,39,41,98.33738327,17.13227654,52.01868057,1.900124967,33.47788048,35.13224792,0.261470497,5
430,453,1,43,57.62,56.94,0,95.34,457.32,0.155,5,46,18,14,95.52484512,15.89464045,52.88439178,2.679138303,34.87111855,37.84347916,0.249287076,3
606,637,1,43.3,83.57,105.1,0,104.17,457.78,0.176,32,18,44,28,97.38710812,18.85967265,60.2685058,4.188830061,26.12662358,43.33089872,0.253782509,3
241,250,2,47.35,44.185,59.66,0,116.035,459.155,0.222,36,50,45,46,87.27770103,13.70225238,66.59357997,4.347261927,36.01665361,36.39010713,0.269329396,4
780,819,2,55.85,84.22,78.63,0,143.94,462.045,0.193,14,11,15,36,97.00849978,15.45165787,45.80134328,2.160923084,27.48549334,35.70218563,0.236522736,5
559,589,1,76.4,124.37,109.96,0,258.82,465.77,0.231,26,42,29,45,86.28899892,8.367058754,67.01640701,4.309780995,34.77895673,34.58151499,0.261181384,5
405,427,1,46.5,90.12,48.3,0,121.01,469.01,0.193,14,11,15,36,91.16584259,15.11114065,20.65060875,3.047142181,31.4467614,35.69818008,0.254600262,4
823,863,1,56.5,75.01,60.84,7.67,142.6,470.77,0.208,22,38,33,40,97.65102514,15.27691189,54.75468381,5.065567454,30.20638784,40.38251713,0.246996056,5
385,406,1,63.9,64.54,119.42,0,177.15,472.44,0.209,27,35,38,47,82.38618687,17.33135959,63.56650652,5.64560897,33.59843063,38.96546609,0.272400226,5
460,483,2,60.7,74.43,92.035,0,233.85,473.665,0.226,16,15,35,43,89.10585747,16.86678729,58.82553463,22.45187698,29.37342191,39.20306349,0.269099418,5
279,290,2,78.95,123.44,101.075,0,218.505,475.435,0.201,30,48,49,44,86.78677178,12.22067147,62.40719159,4.239804626,33.77022998,40.10968653,0.261337494,5
716,751,2,48.1,52.485,43.185,0,105.26,475.745,0.155,5,46,18,14,95.80391693,16.5478549,50.60802794,2.145592779,35.80890608,39.19989729,0.250892486,4
56,59,1,71.8,92.98,98.78,0,261.63,477.06,0.222,36,50,45,46,88.92173258,12.92383416,65.22378159,5.962435404,35.77588145,37.11194763,0.27193749,5
552,581,1,66.9,72.03,123.26,0,187.31,480.17,0.201,30,48,49,44,89.29675039,13.76707935,58.44379934,2.666791439,32.38627243,37.15152359,0.24685662,5
825,865,1,53.5,57.57,78.91,0,139.94,484.79,0.209,27,35,38,47,84.83754222,17.938351,63.48679034,5.226310253,34.84663582,40.77145068,0.277403618,5
744,782,1,64.8,0,150.06,0,150.43,487.07,0.193,14,11,15,36,96.79740779,14.38228774,47.91204166,2.060833047,25.51543268,35.9986709,0.24450153,5
381,400,2,50,70.325,57.575,0,134.39,488.895,0.193,46,31,31,35,95.13549805,12.00191712,43.18914604,1.424660228,23.62766529,33.98334623,0.234942959,4
153,159,2,60.3,60.515,66.1,0,143.245,491.93,0.2225,35,47,42.5,47.5,84.70283738,14.98650003,61.53717245,5.602240944,33.22376353,38.96138268,0.261500569,5
254,264,1,52.8,57.09,100.91,0,137.54,492.46,0.187,6,10,6,25,93.08959028,12.18299855,49.40144772,1.226154672,30.01880052,34.16514053,0.237641542,5
596,626,1,56.4,53.5,73.55,0,127.4,497.06,0.231,26,42,29,45,71.97379357,10.67978757,70.63099997,4.081349203,33.99387169,36.66653115,0.276332019,5
794,834,1,55.4,0,134.49,0,165.73,499.32,0.209,27,35,38,47,57.91256114,14.71525606,67.90969413,2.964420625,34.83936582,37.03570557,0.268359681,5
544,573,1,51,43.91,97.8,0,119.65,503.31,0.175,8,39,42,29,88.09315948,15.77499676,67.09818573,3.753417683,35.78187866,39.69366913,0.269424081,4
190,197,1,46.6,68.56,41.44,0,87.89,504,0.138,17,1,9,10,95.26525116,16.27497578,57.52190908,0.79428945,28.06282679,40.61608887,0.25715372,4
84,87,1,53.8,57.08,81.67,0,120.31,508.34,0.222,36,50,45,46,73.00585175,13.80173755,67.90768623,2.740649402,35.45111561,36.50972271,0.274339207,5
195,202,2,61.1,59.82,78.295,0,179.685,509.33,0.231,26,42,29,45,85.25507546,8.558342169,68.03925209,4.522857619,34.57564697,34.78396296,0.270815285,5
422,445,1,73,0,200.69,0,243.07,510.64,0.193,14,11,15,36,94.97497749,15.53772545,41.22066212,3.050981998,28.33255577,35.76749706,0.24584619,5
771,810,2,58.85,72.635,89.495,0,168.635,519.03,0.188,25,33,27,39,86.60960465,14.51017258,62.95053787,0.101464864,32.3091259,42.51439581,0.282314476,5
594,624,1,61.3,54.97,67.05,0,182.32,520.72,0.201,30,48,49,44,91.67559179,13.8002224,59.47726568,4.349538088,33.87318738,38.04530907,0.261820098,5
636,668,1,63.8,54.51,122.93,0,171.49,537.51,0.209,27,35,38,47,85.32964579,17.99765062,62.95716858,5.140051524,33.73845037,40.5981741,0.275689155,5
113,118,2,57.8,60.275,63.585,0,139.965,550.7,0.226,16,15,35,43,91.66573944,17.65404001,58.13596087,9.598000981,29.42054949,39.51039,0.258451773,5
392,414,1,62.5,112.22,110.16,0,158.37,551.04,0.141,3,26,5,10,107.9203877,13.67661022,43.19846259,1.464303275,18.9095584,33.87634468,0.233181116,5
814,854,1,63.3,0,137.78,0,196.24,551.38,0.209,27,35,38,47,77.30921809,16.09991055,67.57964579,2.415038149,36.0412674,37.42890231,0.268753221,5
711,746,1,60.9,136.22,0,0,174.89,572.08,0.16,21,9,16,21,98.07442038,13.90265022,34.23451315,1.568070258,28.05186885,34.39923423,0.253813725,5
219,227,1,65.4,0,116.42,0,202.95,581.4,0.175,8,39,42,29,110.8570786,16.84498596,60.77851295,2.030183613,34.37133789,41.78876877,0.260357708,5
579,609,1,72.9,98.31,126.67,0,222.15,587.92,0.226,16,15,35,43,97.85029856,16.49149831,57.83289337,2.844349066,28.9125646,40.76826986,0.275110483,5
779,818,1,52.6,0,103.4,0,0,589.1,0.164,13,22,14,20,100.1860199,13.7040116,58.12457911,6.230510712,29.78768539,40.41919518,0.2229621,5
396,418,1,84.6,0,166.28,0,267.95,643.92,0.226,16,15,35,43,95.78660965,16.8185997,57.77101707,3.278352261,29.75535774,40.02952957,0.265020818,5
268,278,1,59.9,53.31,41.96,0,122.3,647.67,0.187,49,43,41,38,109.7898975,10.69102461,43.97119942,3.577647209,15.33710434,38.0179924,0.233621573,5
694,728,3,25.06666667,268.0366667,264.7466667,22.56666667,235.46,2304.383333,0.136333333,9.666666667,26.33333333,4,8.666666667,102.1437847,20.53014533,52.92757104,0.357711511,29.25556306,38.83799102,0.278070452,1
202,209,3,38.36666667,302.3866667,360.1166667,48,388.0033333,2532.23,0.148333333,22.66666667,11,13,10,103.97299,17.9574096,57.18429216,0.888521509,30.3380243,39.93074979,0.270260394,2
