OBJECTID,zones905,rank,Age_adjusted_LCM,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,wind,NO2,Temp,SO2,PM25,ozone,co
314,326,3,-0.019043005,-0.541175775,-0.004548859,-0.198523792,-0.24165198,-0.412546011,0.915074517,0.865652067,0.613534529,0.788991371,1.371141835,-0.904046512,0.895655361,0.633514781,1.015653591,0.109848722,0.443929966,-0.168658233
225,233,2,-0.692344247,-0.108447963,-0.30958754,-0.198523792,-0.236806766,-0.412546011,-1.294009353,-1.183792607,-0.076942716,-1.599522166,-1.401844204,-0.197877648,-1.01806175,-0.849680382,-0.528196276,-0.994966078,-0.886976013,-2.042767005
221,229,1,-0.847721457,0.049013945,-0.413215901,-0.198523792,-0.207243942,-0.412546011,-0.774224913,-1.269186135,0.22993606,1.440404154,-0.427551812,-1.052749425,-1.389895359,1.239687229,0.18558709,1.117741374,-0.226569708,-0.043435129
408,430,3,0.032749399,-0.541175775,-0.221925673,-0.198523792,-0.201977405,-0.412546011,-0.774224913,-1.269186135,0.22993606,1.440404154,-0.427551812,-0.718215588,-1.598629006,1.131441146,0.188218633,0.952085111,-0.07837066,-0.052451078
356,374,3,-0.062203341,-0.541175775,-0.156213462,-0.198523792,-0.18828441,-0.412546011,-0.774224913,-1.269186135,0.22993606,1.440404154,-0.427551812,-1.53391718,-1.80934687,1.585638162,0.200237116,1.147460736,-1.254047215,0.080159672
493,520,3,-0.286637088,-0.541175775,-0.180488004,-0.198523792,-0.181894346,-0.412546011,-0.286927001,-0.58603791,-0.460541186,-0.369075798,0.097067168,-0.791290153,0.230644701,0.465508861,-0.50944388,-0.735728543,0.677493862,-0.26506235
698,732,4,0.360767953,-0.541175775,-0.016993836,-0.198523792,-0.172484801,-0.412546011,-0.676765331,0.353290899,-1.381177514,-0.803350987,-0.577442949,0.348938046,-0.251874712,-1.018635014,-0.399667168,-0.016423512,-0.623125288,0.68862517
434,457,3,-0.191684349,-0.541175775,-0.056927167,-0.198523792,-0.146011678,-0.412546011,-0.774224913,-1.269186135,0.22993606,1.440404154,-0.427551812,-1.300718469,-2.346840291,1.271825569,0.222558871,0.931038761,-1.085858124,0.322231874
577,607,1,-0.89951386,-0.541175775,-0.212762888,-0.198523792,-0.141096244,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,-0.091954562,0.892591823,0.936665885,-0.172673069,1.265566252,0.890747028,0.853131298
785,824,4,0.559305498,-0.541175775,-0.126468601,-0.198523792,-0.136110589,-0.412546011,-1.164063243,0.267897371,-0.15366241,-0.441454997,-1.551735341,-0.137709383,-0.139352968,-1.947945993,-0.562994796,-1.068877768,-1.178686918,0.08215688
122,127,2,-0.735504583,-0.342848483,-0.186710492,-0.198523792,-0.13042273,-0.412546011,0.915074517,0.865652067,0.613534529,0.788991371,1.371141835,-0.659156159,0.895436317,0.557188738,0.977406495,-0.041717634,0.730099743,0.402353908
820,860,3,-0.139891946,-0.046338617,-0.601565833,-0.198523792,-0.126701044,-0.412546011,-1.391468936,0.011716786,-1.994935066,-1.310005373,-1.401844204,0.254066546,0.57116881,0.180038268,-0.839725459,-0.820256356,0.738097873,0.760856809
348,365,5,1.146286069,0.108217811,-0.601565833,-0.198523792,-0.11750216,-0.412546011,1.207453264,0.182503843,1.073852693,0.861370569,0.921468423,0.342261124,0.909361256,-0.457551193,-0.338947178,0.827699473,-0.708292183,0.156450421
741,778,3,-0.208948483,-0.211686827,-0.229515741,-0.198523792,-0.111392978,-0.412546011,0.395290077,-0.244463798,-1.227738126,-0.875730185,0.54674058,0.50818252,0.358310037,-1.701470041,-0.471610589,-0.275799101,-0.689737062,-0.51852719
299,310,2,-0.649183911,-0.541175775,-0.100621342,-0.198523792,-0.081127949,-0.412546011,-0.644278803,0.609471483,-1.074298738,0.209957786,-0.727334086,1.587387576,1.190418919,-0.431832389,0.27044374,0.043239219,-0.816106974,-0.650354488
54,57,5,1.025437128,-0.199838507,0.058735897,-0.198523792,-0.079196885,-0.412546011,1.207453264,0.182503843,1.073852693,0.861370569,0.921468423,-0.122412577,0.540207814,-0.213093943,-0.126915093,0.691095352,-0.574917378,-0.10925242
436,459,3,-0.303901223,-0.541175775,-0.179667456,-0.198523792,-0.078740452,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.21024296,0.174293164,-0.213401021,0.88451785,0.677400899,0.645099271,0.05781245
772,811,2,-0.416118096,-0.154784704,-0.185684807,-0.198523792,-0.07691472,-0.412546011,0.200370912,2.744309685,1.227292081,1.006128965,0.696631717,2.884038586,-1.257789906,-1.325404735,0.172941989,-3.486387172,0.744755793,-0.683007328
278,289,3,-0.347061559,-0.138710232,-0.069030248,-0.198523792,-0.05669122,-0.412546011,0.395290077,-0.244463798,-1.227738126,-0.875730185,0.54674058,0.334530192,0.2116332,-0.947756918,0.157707847,-0.332848872,-0.164469437,-0.330990921
412,434,2,-0.554231172,-0.541175775,-0.110741433,-0.198523792,-0.050441596,-0.412546011,0.655182297,1.121832651,1.610890551,1.58516255,1.146305129,-1.273619242,-0.909289277,0.657561621,0.375735323,0.767196984,0.82487567,0.475725487
437,460,3,-0.243476752,-0.541175775,-0.032037214,-0.198523792,-0.04812432,-0.412546011,0.200370912,-0.927612022,-1.30445782,-1.527142968,-0.277660675,0.213676069,-1.217333926,-0.614488882,0.071281078,0.547385746,-0.766057508,-1.818387382
246,255,3,0.123386104,0.115387177,-0.038328081,-0.198523792,-0.047422115,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,1.267223208,0.5349029,0.549340506,-0.659282,0.774662886,1.047275682,1.014188532
851,894,4,0.5852017,-0.006039236,-0.601565833,-0.198523792,-0.025653765,-0.412546011,-0.546819221,-0.329857326,-0.383821492,-0.948109383,-0.652388518,0.037052479,0.123222673,0.087608301,-0.671924657,-0.525307539,0.523069042,-0.236017166
10,9,2,-0.381589827,-0.237496543,-0.136657071,-0.198523792,-0.003604532,-0.412546011,0.655182297,1.121832651,1.610890551,1.58516255,1.146305129,-0.784664357,-1.164864723,0.544507644,0.207254044,0.411526639,-0.54051908,0.653597911
49,51,2,-0.597391508,-0.111919445,-0.252696219,-0.198523792,0.004330383,-0.412546011,-0.676765331,0.353290899,-1.381177514,-0.803350987,-0.577442949,0.276214242,-0.041820479,-0.92337482,-0.584949515,0.163757719,-0.425374193,0.611565783
59,62,3,-0.053571273,-0.181122689,-0.21939565,-0.198523792,0.021885504,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,-0.682745424,-0.218290225,1.343339753,-0.03302868,0.705336622,-0.202178737,0.93015596
762,800,3,-0.278005021,-0.171161045,-0.064380477,-0.198523792,0.024062339,-0.412546011,-0.286927001,-0.58603791,-0.460541186,-0.369075798,0.097067168,-0.0606868,-0.11662193,0.451688062,0.392822224,0.046625981,1.679793095,-1.506413431
607,638,3,-0.113995744,-0.541175775,-0.124553989,-0.198523792,0.044917824,-0.412546011,0.980047572,-0.842218494,-0.307101798,-0.224317402,0.996413992,0.632558959,0.928095947,-0.671279863,-0.465439771,0.534592312,-0.158921322,-0.022694887
8,7,3,-0.148524013,-0.541175775,-0.16113675,-0.198523792,0.064930662,-0.412546011,0.655182297,1.121832651,1.610890551,1.58516255,1.146305129,-0.61640996,-1.023658108,0.593554347,0.380444762,0.853935445,0.453067034,0.200429234
81,84,2,-0.364325693,-0.277569523,-0.18821483,-0.198523792,0.066756395,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.066000035,0.184353004,-0.085579145,4.125932405,0.085083723,0.605221136,-0.04628438
281,292,5,0.783739246,-0.082034511,-0.047559245,-0.198523792,0.07181227,-0.412546011,1.207453264,0.182503843,1.073852693,0.861370569,0.921468423,0.081560388,0.424146871,-0.249962039,-0.218634323,0.738450546,-0.467565671,-0.040184903
391,413,2,-0.502438768,-0.086260663,-0.03634509,-0.198523792,0.088735407,-0.412546011,-0.546819221,-0.329857326,-0.383821492,-0.948109383,-0.652388518,0.160043893,0.47743435,0.259644661,-0.820562701,-0.601977201,0.39584461,0.90403457
539,568,3,-0.174420214,-0.161652202,-0.094056959,-0.198523792,0.134238282,-0.412546011,0.980047572,-0.842218494,-0.307101798,-0.224317402,0.996413992,0.361324218,0.480715393,-0.123057234,-0.33574351,0.785101254,1.751776888,-0.287643649
285,296,4,0.390980188,-0.06328096,0.051829619,-0.198523792,0.139153716,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-1.379204915,-1.280164104,1.291875641,0.380451331,1.154074324,-0.436210669,0.946123987
399,421,4,0.507513095,-0.104825546,-0.104997598,-0.198523792,0.142734961,-0.412546011,-1.294009353,-1.183792607,-0.076942716,-1.599522166,-1.401844204,1.232961275,-0.757776442,-1.531826339,-0.249899235,-2.713505383,-1.696442514,-1.259242197
245,254,4,0.490248961,-0.541175775,0.02936712,-0.198523792,0.164081989,-0.412546011,0.915074517,0.865652067,0.613534529,0.788991371,1.371141835,-5.887862898,-0.119997696,1.356549891,-0.214704033,0.955951811,-0.313001601,0.755579404
565,595,5,0.809635448,-0.053507982,0.147252501,-0.198523792,0.17721322,-0.412546011,-1.294009353,-1.183792607,-0.076942716,-1.599522166,-1.401844204,1.053106088,0.745206672,-1.662425435,-0.912303826,-1.231518548,-1.400499345,0.202968623
751,789,3,0.101805936,-0.541175775,0.109028645,-0.198523792,0.195891869,-0.412546011,0.395290077,-0.244463798,-1.227738126,-0.875730185,0.54674058,0.299334673,-0.197665073,-1.848323287,-0.418857372,-0.313595031,-0.706278926,0.711881252
548,577,4,0.723314775,-0.541175775,0.299464136,-0.198523792,0.196242971,-0.412546011,0.232857439,0.694865011,0.460095141,-0.007179808,0.771577286,-0.20723284,-0.686502319,1.035629905,-0.159768343,-0.159379458,-0.569468759,0.639690889
131,136,4,0.447088625,0.013431252,-0.273483432,-0.198523792,0.207197367,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,-0.155073866,1.114722298,0.715076866,0.100002204,1.092194692,1.389694189,0.851743622
310,322,4,0.300343482,-0.117881338,-0.053439838,-0.198523792,0.228895497,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-1.10038946,0.076010885,0.62436546,0.618638722,0.524322302,0.104268475,0.34542643
120,125,4,0.593833767,-0.541175775,0.15477419,-0.198523792,0.237181515,-0.412546011,0.915074517,0.865652067,0.613534529,0.788991371,1.371141835,-3.076551542,0.479811705,1.119416119,0.301974051,1.036468268,-0.017651096,0.777747996
629,661,3,0.119070071,-0.043169003,-0.075936526,-0.198523792,0.259511629,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,-0.495392427,0.848021805,0.482642333,1.140597809,-0.308984738,0.67771698,0.348444206
305,316,4,0.188126608,-0.00253002,-0.031934645,-0.198523792,0.260248944,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,-0.403359823,-0.080413742,-0.06844937,1.077530035,-0.182409991,0.306847662,-0.211437933
852,895,4,0.723314775,-0.541175775,-0.109989264,-0.198523792,0.262390669,-0.412546011,-0.644278803,-1.098399079,-0.230382104,1.512783352,-1.177007498,0.230285177,-0.986711776,2.024767401,-0.566303747,-0.373978308,-1.279853836,0.308265423
482,506,4,0.188126608,0.146630517,-0.601565833,-0.198523792,0.269553159,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.230759546,0.242318158,-0.13539947,2.585249708,-0.075023433,0.831679056,-0.017855964
183,190,5,1.047017296,0.077200872,0.029674826,-0.198523792,0.272713081,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.112951234,-0.015162577,-0.382717381,0.143810519,0.966708772,0.596505203,-0.105344066
448,471,4,0.188126608,-0.162557806,-0.094056959,-0.198523792,0.312879199,-0.412546011,1.629778121,0.780258539,1.150572387,0.137578588,1.221250697,-0.984145452,-2.015662565,1.305419037,0.458574055,1.047499988,-0.654661216,1.272918873
633,665,4,0.688786507,0.133876593,-0.204762546,-0.198523792,0.338369235,-0.412546011,-1.294009353,-1.183792607,-0.076942716,-1.599522166,-1.401844204,1.497868791,-0.788012306,-1.518192455,-0.435543163,-2.701930851,-1.467565848,-0.762050093
645,678,5,0.878691985,0.410161302,-0.601565833,-0.198523792,0.339282101,-0.412546011,-0.676765331,0.353290899,-1.381177514,-0.803350987,-0.577442949,0.627715819,-0.290131924,-1.620359255,-0.378571907,-0.211793963,-0.768475341,0.76643808
555,585,5,1.931804185,0.153573482,0.160176131,-0.198523792,0.339984306,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.113866791,0.35173554,-0.359380405,0.074739675,0.992437779,0.348160911,0.095659588
652,685,5,1.163550203,0.336052702,-0.601565833,-0.198523792,0.364280595,-0.412546011,-0.839197968,-1.01300555,1.457451163,-0.658592591,-1.102061929,0.187906491,0.71799433,-0.54123904,-0.207142287,1.066992743,-0.205517026,0.138880638
789,828,5,2.725954368,-0.541175775,0.45782988,-0.198523792,0.379377999,-0.412546011,-0.254440473,2.231948516,-0.997579044,-0.2966966,0.321903874,1.771488041,-1.697236651,-1.251234732,-0.869967614,-2.876711208,-1.425454825,-1.455696324
683,717,4,0.662890305,-0.211762294,-0.011591896,-0.198523792,0.382748582,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,-0.198471592,0.880659538,0.361844918,0.683430263,-0.288243697,0.805261093,0.531093683
35,36,3,0.050013533,-0.080676105,-0.055286071,-0.198523792,0.395879813,-0.412546011,0.232857439,0.694865011,0.460095141,-0.007179808,0.771577286,-0.986351579,-0.060140978,0.815041889,-0.781778005,0.524507631,0.978112967,0.953503241
313,325,5,1.137654002,-0.541175775,0.144722479,-0.198523792,0.39826731,-0.412546011,1.629778121,0.780258539,1.150572387,0.137578588,1.221250697,-0.643921526,-1.399580945,1.013923008,0.727743934,1.196759163,-0.430629278,1.83002335
726,762,5,1.206710539,-0.094486567,0.082189891,-0.198523792,0.422036944,-0.412546011,1.369885901,1.463406764,1.304011775,0.933749767,1.521032972,-1.575567278,-1.865532491,0.786192715,0.334386632,0.997274364,-0.495728706,0.713135384
74,77,4,0.576569633,0.026487044,-0.039695661,-0.198523792,0.451424218,-0.412546011,-0.644278803,0.609471483,-1.074298738,0.209957786,-0.727334086,0.869400424,1.370531771,-0.23984667,0.271817023,-0.205286864,-1.418319326,-0.668658142
453,476,5,0.766475111,-0.541175775,0.316080231,-0.198523792,0.452898848,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,0.44111575,0.872563769,0.415845827,0.01107843,0.330083266,1.167204722,1.023339096
57,60,5,3.045340855,-0.541175775,0.692506578,-0.198523792,0.462519055,-0.412546011,2.571887419,2.06116146,1.687610245,0.354716182,1.59597854,0.434242763,-0.485687984,-0.19145033,0.006036871,0.298023726,-0.00639179,-0.416838089
757,795,5,1.198078472,-0.541175775,0.316969158,-0.198523792,0.464063905,-0.412546011,0.655182297,1.121832651,1.610890551,1.58516255,1.146305129,-0.125049855,-0.915445191,0.447368099,0.250179034,0.659189253,-0.196138028,0.349470769
693,727,4,0.567937566,0.020147815,-0.030464497,-0.198523792,0.468698457,-0.412546011,0.395290077,-0.244463798,-1.227738126,-0.875730185,0.54674058,0.607658431,0.78186156,-0.765058439,-0.419744474,0.376946562,-0.338478574,-0.012516348
164,170,5,2.691426099,0.310544854,0.173031381,-0.198523792,0.49503114,-0.412546011,1.207453264,0.182503843,1.073852693,0.861370569,0.921468423,0.224700706,0.789750742,-0.643232957,0.254142855,0.758723931,-0.803661461,0.179094146
617,649,5,2.346143411,-0.541175775,0.365928516,-0.198523792,0.504581126,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,0.791897055,-0.021613187,0.21374281,0.257557719,-0.16653691,0.982496486,0.719657243
387,408,5,1.163550203,0.029430257,0.033538239,-0.198523792,0.5182039,-0.412546011,-0.546819221,-0.329857326,-0.383821492,-0.948109383,-0.652388518,-0.387194494,-0.007031827,0.269186239,-0.669645263,-0.467802693,0.788219041,-0.347184932
549,578,5,0.775107179,0.012148313,-0.601565833,-0.198523792,0.546572976,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-0.789936068,-0.542824806,0.857984999,1.046310144,1.131175096,-0.013819588,1.250339459
699,733,5,1.560625295,-0.541175775,0.042701024,-0.198523792,0.550575544,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,-0.906505111,0.417110565,0.507509921,2.080496018,0.088997162,0.305719457,0.641682616
679,713,5,2.173502067,0.088143588,0.195801585,-0.198523792,0.556579396,-0.412546011,2.571887419,2.06116146,1.687610245,0.354716182,1.59597854,0.698693841,-0.228368567,0.140871809,0.416630502,-0.187111434,0.702109861,-1.070043715
12,11,5,1.120389867,-0.029434007,0.127422594,-0.198523792,0.565321846,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-0.999939728,-1.454743187,1.254560011,0.490761764,1.169933156,-0.600289701,1.311361157
546,575,5,1.690106303,-0.541175775,0.159013688,-0.198523792,0.567990225,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,-0.670482877,-0.237435197,1.395678948,0.505061033,0.125862488,-0.274667396,1.0548323
663,696,5,0.965012657,-0.541175775,0.193203184,-0.198523792,0.59046078,-0.412546011,0.915074517,0.865652067,0.613534529,0.788991371,1.371141835,-1.221064462,0.580389357,0.732103066,0.798883881,0.379910987,0.05530297,-0.188045223
60,63,5,1.905907983,-0.541175775,0.157372592,-0.198523792,0.605417744,-0.412546011,-0.644278803,-1.098399079,-0.230382104,1.512783352,-1.177007498,-0.827062637,-0.282092546,1.559614602,-0.516335197,0.012546306,-0.906817275,0.488863059
723,758,5,1.206710539,0.310318453,0.212520249,-0.198523792,0.612720674,-0.412546011,1.369885901,1.463406764,1.304011775,0.933749767,1.521032972,-0.790545667,-0.252074869,0.320850313,2.330237759,0.207565081,0.371405903,-0.239239604
407,429,5,1.448408421,0.090935867,0.030461184,-0.198523792,0.626062567,-0.412546011,-0.546819221,-0.329857326,-0.383821492,-0.948109383,-0.652388518,0.80537893,0.006352495,0.211116303,2.014372914,-0.291623435,0.937864802,0.047255372
657,690,5,1.422512219,0.445404394,-0.601565833,-0.198523792,0.632101528,-0.412546011,-0.286927001,-0.58603791,-0.460541186,-0.369075798,0.097067168,0.901338846,0.008947226,0.406890576,0.48408791,-0.288558194,1.544543035,-0.110741185
157,163,5,1.038385229,0.048674344,0.09042956,-0.198523792,0.651728154,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-0.990657417,0.424713383,0.596654711,1.40491661,0.13876245,0.086618747,0.169301423
390,412,5,1.215342606,0.416953333,0.047932016,-0.198523792,0.677323521,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,-0.641640414,0.683388549,0.342084777,4.127808489,-0.299429671,0.390032746,0.878992065
112,117,5,4.590480886,-0.541175775,0.771347555,-0.198523792,0.699723857,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,0.090450204,0.012834065,-0.390984249,-0.12125394,0.094487632,0.064913682,-0.610319525
154,160,5,2.449728217,-0.016453682,0.455846889,-0.198523792,0.724511688,-0.412546011,0.232857439,0.694865011,0.460095141,-0.007179808,0.771577286,-0.707735453,0.040917853,0.733491816,-0.935924315,0.385275158,1.319909085,0.755262478
576,606,5,0.887324052,0.152441477,-0.169547366,-0.198523792,0.730059106,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,-0.566111875,-0.452551707,-0.006495563,0.897676797,-0.186141255,0.166552206,-0.579731885
188,195,5,1.43546032,0.157233632,-0.0431488,-0.198523792,0.754390505,-0.412546011,-0.027034781,0.05441355,-0.000223022,-0.188127803,0.434322227,-0.711917151,-0.315289075,0.805168849,-0.592569425,-0.012892988,0.681418306,1.134465844
510,538,5,1.595153564,-0.012076596,0.338235024,-0.198523792,0.765099129,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,1.138380091,-0.1316056,0.326861109,0.87344217,-0.398854174,1.200735283,0.522819697
487,511,5,2.363407545,-0.541175775,0.388630341,-0.198523792,0.76523957,-0.412546011,1.369885901,1.463406764,1.304011775,0.933749767,1.521032972,-1.118593055,-1.631726733,0.837766588,1.342343265,1.027143644,-0.37510534,0.738901955
309,321,5,1.232606741,-0.541175775,0.112515974,-0.198523792,0.804492822,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,0.016646501,0.431234644,-0.245035454,-0.290860834,-0.264876743,-0.11862568,-0.515506845
146,151,5,1.957700386,-0.541175775,0.155594738,-0.198523792,0.852242752,-0.412546011,1.467345484,-0.073676742,-0.92085935,0.571853777,1.07135956,0.655806192,0.245867085,0.158536806,-0.01358735,-0.217096596,1.102471372,0.740264026
33,34,5,2.475624419,0.154252685,-0.13939223,-0.198523792,0.887914759,-0.412546011,1.337399374,1.63419382,1.764329939,1.295645757,1.296196266,-0.507791899,-0.660455371,1.061750764,0.608191432,1.291934359,-0.387199546,0.733629731
255,265,5,2.959020183,0.298847468,0.09241255,-0.198523792,0.888406303,-0.412546011,-0.644278803,-1.098399079,-0.230382104,1.512783352,-1.177007498,-2.899620966,-0.070544524,1.451812009,-0.57698131,0.750077016,-0.632810014,0.774559169
3,1,5,2.691426099,0.282320194,0.037709357,-0.198523792,0.966140381,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,-0.002708777,0.079492872,-0.344351008,0.338868617,0.057477282,0.131410282,-0.426825882
327,340,5,1.491568757,0.169723421,-0.034498858,-0.198523792,1.014030752,-0.412546011,0.980047572,-0.842218494,-0.307101798,-0.224317402,0.996413992,0.500503361,0.473370362,-0.268900852,-0.148560271,0.589359109,0.851678233,-1.394370844
471,494,5,1.776426975,0.222022056,0.001263355,-0.198523792,1.060938037,-0.412546011,-0.189467418,-0.756824966,0.920413305,1.078508163,0.0221216,-0.291362054,0.653807189,1.018867278,-0.60883454,1.337709506,0.929734114,0.73794651
251,260,5,1.733266639,0.267905996,-0.143529159,-0.198523792,1.173080153,-0.412546011,0.882587989,0.438684427,0.843693611,0.42709538,0.846522854,-0.420841459,0.583258643,0.145943367,10.90914664,-0.124212348,0.623047014,-0.425115843
288,299,1,-0.821825255,-0.205573999,-0.035866437,-0.198523792,-1.06372321,-0.412546011,-0.774224913,1.890374404,0.536814835,-1.599522166,-1.251953067,2.501897232,-0.758894676,-1.230385952,-0.901992588,-2.291357871,-1.446481294,-1.079916504
371,390,1,-0.804561121,-0.206856938,-0.601565833,-0.198523792,-1.06372321,-0.412546011,-0.676765331,0.353290899,-1.381177514,-0.803350987,-0.577442949,0.354969559,-0.409933642,-0.750605248,-0.385434106,-0.160527291,-0.53933215,0.642731186
514,542,2,-0.398853962,-0.246703518,-0.23570404,-0.198523792,-1.06372321,-0.412546011,-0.774224913,1.890374404,0.536814835,-1.599522166,-1.251953067,2.652068323,-0.716617048,-0.738742581,-0.838062734,-2.13156043,-1.111465955,-0.92870153
597,627,2,-0.623287709,-0.217044984,-0.295022815,-0.198523792,-1.06372321,-0.412546011,-0.774224913,1.890374404,0.536814835,-1.599522166,-1.251953067,2.080475687,-0.337451942,-0.765422666,-0.880494264,-2.516211118,-1.07336671,-0.522991728
193,200,5,0.947748523,-0.541175775,-0.601565833,3.854103538,-0.411445115,-0.374830244,-0.221953946,1.378013236,1.534170857,-0.151938204,0.621686149,0.056687734,0.402909063,-0.045676622,-0.152854677,-0.136253771,-0.840004959,0.061085968
676,710,3,-0.053571273,-0.541175775,-0.601565833,2.316625086,-0.748456635,-0.333162467,-0.221953946,1.378013236,1.534170857,-0.151938204,0.621686149,0.161101621,0.304329596,-0.159843172,-0.303358191,0.089053146,-0.677332847,-0.182308358
839,880,2,-0.735504583,-0.541175775,-0.601565833,2.214551828,-0.657989242,-0.329631574,-0.221953946,1.378013236,1.534170857,-0.151938204,0.621686149,0.183573258,0.594645065,0.099525174,-0.174253588,-0.17406365,-0.470205705,0.25341509
533,562,2,-0.666448045,-0.197385829,-0.240114485,-0.198523792,-0.2156704,-0.32216325,-0.49808943,0.780258539,-0.307101798,-1.129057378,-0.539970165,0.30524467,0.029458186,-0.899766453,-0.397896271,0.490632099,-0.491255575,0.417175187
