OBJECTID,zones455,rank,Age_adjusted_LCM,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,wind,NO2,Temp,SO2,PM25,ozone,co
28,26,1,-1.010778613,-0.168785584,-0.27350548,-0.242921109,-0.484589172,-0.187144306,0.272821422,-0.956431678,-1.338715957,-1.479746457,-0.225033919,0.331276329,-0.748446794,-0.119908664,0.286039,0.34685375,-0.379703024,-1.81666302
29,27,3,-0.224826312,-0.30092249,-0.249249736,-0.242921109,-0.350339353,-0.145687311,1.058887284,-0.873764283,-0.308133441,-0.190285723,1.063163172,0.469210158,1.008481504,-0.490001788,-0.395983292,0.658538068,0.384543253,0.173412768
30,28,4,0.76436501,-0.177808348,-0.124024131,-0.168818945,-0.023500941,-0.116085155,0.960629052,0.366246635,0.881000231,0.454444644,0.911610574,0.095882251,0.172730506,-0.138407046,0.92386767,0.211391615,0.804053216,-0.150788611
31,29,2,-0.602879318,-0.261695056,-0.236732735,-0.147576324,-0.304754021,-0.206681912,1.058887284,-0.873764283,-0.308133441,-0.190285723,1.063163172,0.396034814,0.388274539,-0.387813245,-0.355347128,0.798638471,0.594200781,-1.513379424
32,30,3,-0.194980022,-0.150308235,-0.252081735,-0.199612511,-0.367589078,-0.112260826,-0.971782859,2.267596709,-1.65581827,-1.623019872,-1.589007309,1.005769669,0.205130265,-0.498699349,-0.917463894,-1.742248721,0.894857194,0.26590879
33,31,5,1.337129527,-0.074598834,0.029972355,-0.242921109,0.237347922,-0.106409735,2.128810274,1.000029993,1.06597658,0.191776717,1.467303436,0.640245422,-0.035925082,0.070300789,0.385199144,-0.045964888,0.595323513,-1.224016242
34,32,4,0.169144715,-0.1416832,-0.075814683,-0.242921109,-0.037351682,-0.234249444,0.908224661,-0.361226437,-0.514249944,-0.849343431,0.411486997,0.37745313,-0.34403289,-0.318171973,0.039160801,0.758000687,-0.043679349,-1.810226618
35,33,1,-0.816777729,-0.226314229,-0.235695056,-0.242921109,-0.287515586,-0.234148117,-1.36481579,-0.460427311,-0.625235754,-1.694656579,-1.967888806,1.37955246,0.076801617,-0.746104046,-0.937129261,-1.200899715,-0.839117573,-0.196708235
36,34,3,0.027209024,-0.043364615,-0.076605913,-0.242921109,-0.10834649,-0.232278796,-1.102793836,0.200911846,-0.149582285,-0.405195845,-1.51323101,0.556179063,-0.639634921,-2.139090268,-0.555671786,-2.075491838,-1.228522575,0.41295284
37,36,5,1.035350373,0.072306315,0.093897698,-0.242921109,0.156676109,-0.099635631,1.288156494,1.027585791,1.198102544,0.788749279,1.36626837,-0.759841181,-0.40469946,0.303334312,1.918324247,0.271163048,0.378245127,-0.586306673
38,37,3,-0.221510058,-0.263183699,-0.114783848,-0.242921109,-0.282130691,-0.152928746,-0.218469741,-0.6257621,-0.466684597,-0.333559138,0.153847579,0.077585056,-0.382006198,0.473459725,-0.583831269,0.417358404,1.721662529,0.159359895
39,38,3,0.063687824,0.104420083,-0.316093551,-0.242921109,-0.141558984,-0.292347471,-0.611502673,0.28357924,-1.417991535,-0.763379382,-0.528139116,0.283074701,-0.104855804,-0.912078115,-0.477010557,0.181068653,-0.483651412,0.777426815
40,39,1,-0.861547164,-0.31101344,-0.224799428,-0.242921109,-0.509447741,-0.13865552,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.193213216,-0.112833207,-2.437771929,-0.328241919,0.050486858,-0.714619042,0.392245368
41,40,2,-0.622776844,-0.228888103,-0.156409904,-0.242921109,-0.23468266,-0.222416818,0.272821422,-0.956431678,-1.338715957,-1.479746457,-0.225033919,0.188700669,-1.010862256,-0.305989487,0.094819569,1.145718539,-0.751970977,-1.792890985
42,41,5,2.953803563,-0.053330565,0.098567253,-0.242921109,0.511633218,-0.174297092,1.501049332,0.614248818,0.207157817,0.776809828,1.36626837,-0.91726067,0.342262581,0.438783818,3.431921559,0.262456693,0.60232898,0.509183886
43,42,3,-0.234775076,0.114783762,-0.6112051,-0.242921109,-0.124580197,-0.08326597,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,-0.189455913,0.128350621,-2.718281298,-0.022081903,-0.077499769,-0.593760137,-0.294670251
44,43,3,0.105472629,-0.265113252,-0.215667853,-0.242921109,-0.131407837,-0.141176483,1.451920215,1.358255369,1.3566537,0.955901596,1.593597269,-0.964387264,-0.506878294,0.592826938,1.508187339,0.709417756,0.100244993,0.217604345
45,44,5,1.177949314,-0.147955953,-0.024154488,-0.242921109,0.06698996,-0.067531792,0.993381796,0.779583607,0.643173497,0.812628182,1.44204467,-1.008244247,1.181599509,0.757264115,0.637296994,0.989106554,1.020758649,1.170449009
46,45,1,-0.82175211,-0.279456493,-0.259129304,-0.220196445,-0.453024886,-0.180103779,0.272821422,-0.956431678,-1.338715957,-1.479746457,-0.225033919,0.551824349,0.871692585,-0.19765358,-0.722686082,0.746321649,-0.416855041,0.549559758
47,46,2,-0.427117832,-0.250467737,-0.251800697,-0.242921109,-0.404662438,-0.321426766,-0.677008161,2.680933681,0.167520028,-1.336473042,-0.907020614,1.515675966,-0.744666365,-1.063005134,-0.58876311,-2.161852906,-1.278979407,-1.041000275
48,47,5,1.108307971,0.08287454,0.13595612,-0.242921109,0.156264057,-0.107346579,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.238766173,0.334961757,-1.202386372,-0.049998507,-0.498597205,-0.601569316,-0.087699682
49,48,4,0.359663532,-0.219353973,-0.261961302,-0.242921109,-0.230059779,-0.149814667,-0.480491695,-0.377759916,-0.387409019,-0.906652797,-0.603915416,0.052119925,0.248120559,0.126925972,-0.640602241,-0.329828068,0.663313354,-0.061235873
50,49,3,0.013944007,-0.28062127,-0.207515589,-0.204758494,-0.137449756,-0.223611349,1.713942169,0.696916213,1.198102544,0.167897814,1.290492071,-1.867849167,-1.835191783,1.368477953,0.444484363,0.972030709,-0.516086443,1.37026901
51,50,5,2.202671934,-0.114444452,0.096167621,-0.242921109,0.304788927,-0.042778577,1.451920215,1.358255369,1.3566537,0.955901596,1.593597269,-0.916865923,-0.582092869,0.741699948,1.458061031,0.957589175,0.025865249,1.595273928
52,51,5,1.640566807,-0.557968999,-0.6112051,1.453524444,-0.29439064,-0.27141661,-0.152964253,1.275587974,1.594480435,-0.118649015,0.684281675,-0.565426943,-0.421105353,0.193825478,0.186612353,0.330093863,-0.226450645,-1.379667029
53,52,4,0.678023958,-0.167740125,-0.11616742,-0.242921109,0.009043078,-0.183171999,0.903311749,0.531581424,1.079189177,0.740991474,0.987386873,-0.841845521,-0.525891248,0.151180987,0.930802368,0.20743079,-0.002984947,-0.926437206
54,53,4,0.426817684,-0.147444587,0.01111038,-0.242921109,-0.027753701,-0.130330927,1.091640029,0.779583607,0.682811286,-0.26192243,0.532729076,0.465630568,-0.686446007,0.312587866,-0.021727106,-0.073459205,1.215966631,-0.752350424
55,54,4,0.163175457,-0.257626858,-0.263582676,-0.151330834,-0.209261894,-0.168348022,0.731359842,1.027585791,1.673756013,1.600631964,1.214715771,-0.564693839,-0.416507044,0.439211659,0.349410077,0.963844852,0.419537795,0.784256279
56,55,5,1.236398298,-0.205672099,-0.104971838,-0.225383597,0.043977156,-0.116426762,1.550178448,-0.129757732,-0.942338066,0.597718059,1.138939472,-0.283295255,1.053753316,0.295865815,1.468235384,-0.133231548,0.745656239,0.574345442
57,57,4,0.518014681,-0.154285524,-0.084237176,-0.174253103,0.111045621,-0.167327175,1.550178448,-0.129757732,-0.942338066,0.597718059,1.138939472,0.729325891,-0.234753133,0.30172357,-0.286688785,-0.05782932,1.176182004,0.749220205
58,58,5,2.52103236,0.016703814,0.224039924,-0.242921109,0.47791836,-0.150424671,1.550178448,-0.129757732,-0.942338066,0.597718059,1.138939472,0.806341028,0.04543475,0.257515354,0.583083195,-0.090249954,1.016402723,0.75252143
59,59,2,-0.433750342,-0.208876658,-0.216757416,-0.242921109,-0.11787448,-0.421080204,0.272821422,2.598266287,1.277378122,1.027538304,0.760057975,2.836691318,-1.214481516,-1.158981047,0.184803128,-3.102903651,0.815066602,-0.699277773
60,60,1,-0.94113727,-0.262876879,-0.246979814,-0.242921109,-0.36273477,-0.203295587,-1.102793836,0.200911846,-0.149582285,-0.405195845,-1.51323101,0.575018478,-0.684960239,-2.431389997,-0.560219268,-1.421158429,-1.156021168,0.010380967
61,61,1,-2.572734452,-0.509423346,-0.496865858,-0.242921109,-0.8837487,-0.255060052,-0.709760905,-1.287101256,0.246795606,1.457358549,-0.376586517,-2.195107494,-1.34994688,1.723589646,0.233164036,1.897956963,-1.638883084,0.121809092
62,62,3,0.095523866,-0.208344837,-0.180970466,-0.189172339,-0.213813654,-0.137616038,-0.264323583,-0.741496452,-0.054451591,1.385721841,-0.619070676,-4.657674771,-0.198091943,1.372238654,-0.370464029,0.950390308,-0.327903776,0.854301193
63,63,4,0.630767332,-0.163740109,-0.140228599,-0.242921109,0.0939991,-0.421080204,-1.233804813,-1.204433861,-0.070306707,-1.551383164,-1.361678411,1.201594814,-0.712260072,-1.348460311,-0.235924503,-2.387486028,-1.615546828,-1.323683154
64,64,5,1.182923695,-0.027148639,-0.006270741,-0.242921109,0.162123093,-0.131678323,-0.775266394,-1.039099072,1.515204857,-0.620105968,-1.058573213,0.065935901,0.393759872,-0.086072738,2.483010794,0.484255373,0.455405827,-0.059908451
65,65,5,1.357027053,-0.015989502,0.095454216,-0.242921109,0.654095848,-0.421080204,2.663771753,1.93692713,1.753031591,0.382807937,1.669373568,0.652297408,0.036557231,0.111307115,0.205675625,-0.002293616,0.727521049,-1.187407175
66,66,3,0.148252312,-0.193808414,-0.184054318,-0.242921109,-0.338858352,-0.278941936,1.173521889,-0.377759916,0.405346762,0.346989583,1.025275023,0.505637359,1.181737318,-0.415477361,-0.522864042,0.887828272,-0.192160406,-0.032252556
67,67,3,-0.194980022,-0.260285959,-0.258329426,-0.242921109,-0.151132129,-0.421080204,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.483831205,0.408754868,-1.50418027,-0.456527621,-0.131024485,-0.613206385,-0.521047873
68,68,2,-0.413852815,-0.557968999,-0.6112051,1.811684905,-0.805498396,-0.367564342,-0.152964253,1.275587974,1.594480435,-0.118649015,0.684281675,0.119944581,0.288637513,-0.07774506,-0.28527502,0.234543045,-0.619369912,-0.221135746
69,69,1,-0.97098356,-0.353627252,-0.356065806,-0.242921109,-0.458511382,-0.160912667,-0.480491695,1.19292058,0.444984551,-0.226104077,-0.907020614,0.847623951,-1.239410736,-1.851938374,-0.540792132,-1.473853195,-1.419535544,-0.504223657
70,70,2,-0.382016772,-0.163303743,-0.247304088,-0.242921109,-0.341330662,-0.216651623,-1.233804813,-1.204433861,-0.070306707,-1.551383164,-1.361678411,1.474557678,1.015642085,-0.9574754,-0.958724419,-1.050791626,-1.169505729,0.050530197
71,71,2,-0.54816112,-0.164933295,-0.23871081,-0.242921109,-0.071069926,-0.338415166,-0.578749928,0.531581424,-1.100889223,0.239534522,-0.679691715,1.14689622,1.401312905,-0.226549065,0.283194178,-0.057474409,-1.17809748,-0.678562228
72,72,1,-1.169958826,-0.333206713,-0.387693393,-0.242921109,-0.427466394,-0.285772819,-1.102793836,0.200911846,-0.149582285,-0.405195845,-1.51323101,-0.113792388,0.077906785,-2.061971771,-0.571350219,-1.075476443,-1.146090039,0.264376857
73,73,1,-0.966009178,-0.142228657,-0.258070007,-0.242921109,-0.475682083,-0.180387672,-1.36481579,-0.460427311,-0.625235754,-1.694656579,-1.967888806,1.454208383,0.034494416,-0.472398302,-0.896775506,-1.0556873,-0.458710843,-0.38321732
74,74,5,1.864413982,0.37080754,-0.6112051,-0.242921109,0.114861332,0.078639928,-0.611502673,0.28357924,-1.417991535,-0.763379382,-0.528139116,0.448767548,-0.323526215,-2.177685428,-0.502637936,-0.47082101,-1.007467819,0.202604261
75,75,4,0.692947103,0.00357876,-0.013534493,-0.119788012,0.045755188,-0.210526103,0.02717584,-0.31575937,-0.526141281,-0.530560083,-0.168201694,0.689793883,-0.223517482,0.325710048,2.012838032,-0.038793573,1.247939169,-0.178225009
76,76,3,-0.175082496,-0.557968999,-0.6112051,1.895173344,-0.713735054,-0.336890883,-0.152964253,1.275587974,1.594480435,-0.118649015,0.684281675,0.098125123,-0.21514137,0.184724269,-0.203946857,-0.004492476,-0.425473565,0.21685914
77,77,4,0.310417154,-0.241685883,-0.112911702,-0.242921109,-0.106955675,-0.145084586,0.993381796,0.779583607,0.643173497,0.812628182,1.44204467,-2.066743862,0.834937888,1.02357768,0.368916299,1.262002175,0.373030709,0.918993783
78,78,4,0.526305317,-0.219240336,-0.028710547,-0.242921109,-0.039437905,-0.132283232,0.305574167,0.614248818,0.484622341,0.0246244,0.835834274,-0.894972574,-0.315332448,0.837448332,-0.653396708,0.139416394,0.391929734,0.931164158
79,79,2,-0.528263593,-0.188762939,-0.336966029,-0.242921109,-0.292223135,-0.296940701,-1.102793836,0.200911846,-0.149582285,-0.405195845,-1.51323101,0.606275143,-0.867530891,-1.991166673,-0.554238798,-1.846072347,-1.362276278,0.047353914
80,80,1,-0.927872253,-0.371286415,-0.247758073,-0.195495724,-0.196153007,-0.351877479,-0.709760905,-1.287101256,0.246795606,1.457358549,-0.376586517,-1.298237888,-2.137946015,1.243127807,0.222800463,1.102244574,-0.613700801,0.486587699
81,81,5,2.588186512,0.010601516,0.186218691,-0.242921109,0.440478104,-0.421080204,2.663771753,1.93692713,1.753031591,0.382807937,1.669373568,0.680571461,-0.176779124,0.187069179,0.28624104,-0.057837508,0.700814593,-1.075585338
82,82,5,1.633105235,-0.102887586,-0.024608473,-0.242921109,0.396450666,-0.178752016,1.206274634,0.862251002,1.118826966,0.70517312,1.252603921,-0.687710132,0.151289662,0.314108273,5.69743404,0.183133618,0.620156336,0.149853735
83,83,4,0.796580054,-0.188831121,0.027702433,-0.242921109,-0.101414991,-0.182197302,0.305574167,0.614248818,0.484622341,0.0246244,0.835834274,-0.445440882,-0.461186551,0.956455992,-0.126993352,-0.044990219,-0.23090514,0.920386019
84,84,2,-0.687443806,-0.171751505,-0.214163219,-0.242921109,-0.154518855,-0.336026104,-0.709760905,1.771592341,0.563897919,-1.551383164,-1.210125812,1.814585401,-0.317475194,-0.798607839,-0.874408588,-1.965559774,-1.322988156,-0.583905799
85,85,1,-1.216386389,-0.307945246,-0.350682846,-0.203070612,-0.519709521,-0.272384755,-1.146464151,0.28357924,-0.228857863,-1.646898774,-1.715301141,1.988095961,-0.169430924,-0.485519802,-0.860541332,-1.168934652,-1.328031951,-0.756057517
86,86,4,0.216235527,-0.219990339,-0.157436774,-0.242921109,-0.157995894,-0.158659,-0.775266394,-1.039099072,1.515204857,-0.620105968,-1.058573213,0.253702005,0.587351717,-0.525745753,-0.320599321,1.191077473,0.606323599,0.288189859
87,87,2,-0.662571898,-0.336786273,-0.319033641,-0.099656924,-0.461356232,-0.14953951,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.248166383,0.331657405,-1.000096122,-0.533021706,-0.112730162,-0.497141114,-0.18368525
88,88,2,-0.33923709,-0.128387691,-0.07216335,-0.242921109,-0.337910069,-0.117865877,-0.431362579,0.820917305,-0.664873543,1.27826678,0.078071279,-0.491993376,1.879061836,0.84400475,0.024087137,-1.264785236,2.708727364,0.187987637
89,89,4,0.571074752,-0.119558109,-0.284876711,-0.242921109,-0.272715593,-0.033300945,1.058887284,-0.873764283,-0.308133441,-0.190285723,1.063163172,0.291921636,1.030640387,-0.240632345,-0.712932979,1.278253679,1.268908654,-0.317402609
90,90,1,-2.214578973,-0.373536424,-0.389076965,-0.242921109,-0.452008868,-0.421080204,-0.74251365,0.035577057,-1.735093848,1.385721841,-0.07348132,-0.00594408,1.682818749,0.419264219,0.624345529,-1.446046512,2.666496627,-0.188799194
91,91,3,0.02140558,-0.067160167,-0.340889752,-0.242921109,-0.149794372,-0.193754626,-1.233804813,-1.204433861,-0.070306707,-1.551383164,-1.361678411,0.27028619,-0.498287548,-1.420626952,-0.564570505,-1.054097114,-0.891369668,-1.891346603
92,92,3,0.04578005,-0.246554085,-0.193850655,-0.242921109,-0.177047357,-0.120876007,-0.709760905,-1.287101256,0.246795606,1.457358549,-0.376586517,-0.7667731,-1.080072539,0.881667858,0.202058904,0.746367044,0.633429784,0.206572933
93,93,5,1.435373564,-0.112518307,0.010242945,-0.242921109,-0.141115887,-0.243102732,1.288156494,0.118244451,1.118826966,0.884264889,0.987386873,-0.107175104,0.647385118,-0.124134299,-0.198964067,0.854459666,-0.323309308,-0.209259379
94,94,4,0.275099044,-0.177308346,-0.150118976,-0.242921109,-0.370947581,-0.146198317,1.288156494,0.118244451,1.118826966,0.884264889,0.987386873,0.205115785,1.215733017,-0.285688039,-0.324035709,0.85124957,-0.443124803,0.451769823
95,95,5,1.192872459,-0.085807971,-0.136596723,-0.11867648,0.148085114,-0.094324663,0.731359842,1.027585791,1.673756013,1.600631964,1.214715771,-0.586331797,-0.460140608,0.360358385,0.294224615,0.756440683,-0.072074388,0.221006156
96,96,3,0.057055314,-0.158308268,-0.195182343,-0.242921109,-0.109023836,-0.245998796,-0.273057659,-0.901320081,0.563897919,1.242448426,-0.326068984,-0.717256122,-0.31538102,1.431440226,0.981313392,0.269890359,-0.521756818,0.741695318
97,97,2,-0.425791331,-0.112484216,-0.302223243,-0.242921109,-0.260506446,-0.215510813,-0.578749928,0.531581424,-1.100889223,0.239534522,-0.679691715,1.158495714,1.21277701,-0.101945303,0.28057661,-0.403857935,-1.990696637,-0.680447648
98,98,3,-0.128654933,-0.097217108,-0.128425002,-0.242921109,-0.104056638,-0.225945816,-1.048205918,-0.15731353,-1.497267114,-1.145441822,-1.109090746,0.412587295,0.631377808,0.307066888,-0.820452082,-0.355777931,0.390950192,1.080395199
99,99,3,-0.204928786,-0.168376491,-0.18357331,-0.242921109,-0.135033891,-0.191444908,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.457082275,0.479665974,-0.941840958,-0.043827709,-0.346570233,-0.610585,-0.19599393
100,100,5,1.337129527,-0.095626193,0.080213308,-0.242921109,0.501625443,-0.421080204,1.419167471,1.523590158,1.832307169,1.314085134,1.36626837,-1.009693902,-1.412304512,1.209229504,0.501034265,1.207216821,-0.524146862,1.461810491
101,101,3,0.02389277,-0.15600144,-0.197236082,-0.138931072,-0.212262534,-0.154356942,-1.233804813,-1.204433861,-0.070306707,-1.551383164,-1.361678411,0.403324095,-0.645864921,-0.756202933,-0.477203892,-0.699429131,-0.552104806,-2.10037175
102,102,3,-0.185031259,-0.172262871,-0.11469197,-0.242921109,-0.105428262,-0.170931878,-0.480491695,-0.377759916,-0.387409019,-0.906652797,-0.603915416,0.198122109,-0.139508396,0.122106367,-0.42463624,-0.305484907,0.355370533,-0.663806231
103,103,4,0.571074752,-0.251422287,-0.244515326,-0.242921109,-0.192043779,-0.076347736,-0.218469741,-0.6257621,-0.466684597,-0.333559138,0.153847579,-0.732771265,-0.205731318,0.636060869,-0.66390356,0.349559136,1.21558958,-1.179063733
104,104,2,-0.786931439,-0.249479097,-0.269452047,-0.242921109,-0.351152167,-0.195132595,-0.578749928,0.531581424,-1.100889223,0.239534522,-0.679691715,1.286128412,1.228342828,-0.168598541,0.281153368,-0.123177869,-1.537421554,-0.675824893
105,105,1,-1.955911127,3.983640549,4.043433219,3.09908651,3.13724336,5.091232573,-2.150881652,-1.36976865,-1.814369426,0.526081352,-1.816336207,-0.184060303,0.745999318,0.907563902,0.365795923,-0.055393142,2.076763245,-0.069982864
106,106,4,0.491484646,-0.063330606,-0.207807436,-0.242921109,-0.22022134,-0.117167065,-1.233804813,-1.204433861,-0.070306707,-1.551383164,-1.361678411,0.686502417,-0.398761706,-0.624405303,-0.477037213,-0.816521614,-0.80327582,-2.272387158
107,107,3,0.138303548,-0.213632359,-0.185173065,-0.164619822,-0.167286812,-0.145726619,1.058887284,-0.873764283,-0.308133441,-0.190285723,1.063163172,0.227578745,1.104833042,-0.166143218,-0.30586659,1.293260995,1.584260893,-0.521973092
108,108,2,-0.451160677,-0.293405414,-0.226988281,-0.242921109,-0.268583787,-0.177046479,0.092681329,-0.088424035,0.722449075,0.561899705,0.456952777,-0.789931674,0.089470559,0.912222534,0.426953294,1.438785078,0.813108775,0.89124338
109,109,2,-0.718948223,-0.299786121,-0.362832337,-0.205705355,-0.491701297,-0.147530426,-1.332063046,-0.047090338,-2.052196161,-1.264836335,-1.361678411,0.131819951,0.676747914,0.108590476,-0.631530581,-0.221321961,1.726645775,0.167215999
110,110,2,-0.493442921,-0.369581862,-0.244385616,-0.242921109,-0.072966493,-0.232191444,0.993381796,0.779583607,0.643173497,0.812628182,1.44204467,-1.87606909,0.656364744,0.901098118,0.630163376,0.828895335,0.073725858,1.083878805
111,111,4,0.269769349,-0.090898901,-0.13475299,-0.242921109,-0.038681536,-0.188054009,0.286858299,-0.484046566,-0.602585588,-0.067479939,0.435302405,0.80148618,0.11329571,0.45154038,0.331303966,-0.147600407,1.510901606,0.158565186
112,112,5,1.280753201,0.044010744,0.016244729,-0.242921109,0.566040971,-0.249551088,-0.480491695,-0.377759916,-0.387409019,-0.906652797,-0.603915416,0.691610506,-0.285091192,0.254579556,1.335785564,-0.086609029,1.004694872,-0.698996199
113,113,3,0.108457258,-0.236047224,-0.186826866,-0.140660122,-0.278879434,-0.117892082,-0.218469741,-0.6257621,-0.466684597,-0.333559138,0.153847579,-0.236288873,-0.485005201,0.537609136,-0.705903129,0.362788864,1.891632864,-0.33664069
114,114,1,-0.91129098,-0.304513414,-0.284141688,-0.242921109,-0.433856017,-0.19379175,-0.666090591,-0.15731353,-0.440259405,-0.715621577,-0.704950482,0.350371786,0.551433123,-0.668357325,-0.625894206,0.807838183,0.508560931,0.652676175
115,115,2,-0.539870484,0.016328812,-0.138412661,-0.242921109,-0.245802411,-0.227730697,-1.430321279,-0.543094705,-0.78378691,-1.12156292,-1.43745471,-0.115746042,1.768795749,-0.548651565,0.314143842,-1.111235253,-2.524772056,-0.703227237
116,116,2,-0.284518892,-0.17580834,-0.024397694,-0.242921109,-0.175652025,-0.167219442,-0.185716997,2.10226192,-1.021613645,-0.26192243,0.381176477,1.658546296,-1.822147231,-1.087478965,-0.732754638,-2.454629456,-1.823437325,-1.54544164
117,117,2,-0.304416419,-0.19888798,-0.13906121,-0.242921109,-0.249956794,-0.167025085,-0.218469741,-0.6257621,-0.466684597,-0.333559138,0.153847579,-0.703792997,-0.368893509,0.90474948,1.14256977,-1.233580786,0.390155791,0.93372737
118,118,4,0.446715211,-0.198342523,-0.153783279,-0.242921109,0.143462233,-0.281684772,1.713942169,0.696916213,1.198102544,0.167897814,1.290492071,-1.035529982,-2.20789474,1.263711471,0.475982223,1.057179342,-0.630027075,1.29088199
119,119,2,-0.334262709,-0.054103295,-0.341116744,-0.242921109,-0.090103326,-0.249015332,0.272821422,-0.956431678,-1.338715957,-1.479746457,-0.225033919,0.144510586,-1.182896199,-0.550085307,-0.016037276,0.381738169,-0.680195365,-1.953634977
120,120,3,-0.23809133,-0.260717779,-0.31546662,-0.242921109,-0.286759217,-0.231291725,1.713942169,0.696916213,1.198102544,0.167897814,1.290492071,-2.436753941,-1.327629735,1.454248025,0.234644971,0.853670465,-0.247440114,1.365259409
121,121,4,0.52417344,-0.165171933,-0.109848697,-0.242921109,0.061960672,-0.278208184,0.319611043,-0.03528071,0.269445772,1.119642642,0.337875735,-2.732061341,0.03664578,1.3330242,-0.461843831,0.90513196,-0.45473531,0.863531161
122,122,5,1.221723872,-0.0775443,0.045943963,-0.242921109,0.03921542,-0.1000654,1.550178448,-0.129757732,-0.942338066,0.597718059,1.138939472,0.930467748,0.181747817,0.357659433,-0.469161978,0.083325862,1.204855355,1.052863412
123,123,3,0.021903018,-0.244085893,-0.199674628,-0.195890935,-0.200239656,-0.169347323,0.305574167,0.614248818,0.484622341,0.0246244,0.835834274,-1.165638404,-0.397306509,0.922170102,-0.67864758,0.442005348,0.141778935,1.053163869
124,124,2,-0.752110767,-0.326695323,-0.28437949,-0.163714129,-0.390370455,-0.259646003,-0.120211509,-0.791096889,0.96027581,1.099175011,0.078071279,-0.431359972,-0.293359437,1.240045015,1.097804657,0.908499066,-0.185475554,0.921757934
125,125,5,1.371950198,0.168477164,0.137123509,-0.242921109,0.290666279,-0.247604607,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.030752198,0.250411505,-1.930964739,-0.071422272,-0.171785113,-0.415162692,-0.274845035
126,126,2,-0.685785678,-0.318172561,-0.316569153,-0.242921109,-0.489556371,-0.167498966,-0.622420243,1.330699571,0.326071184,-0.787258285,-0.654432949,0.183034882,-0.076516391,-0.481881531,-0.354905408,-0.114924694,-1.000486297,-0.669888403
127,127,1,-1.637550701,-0.438104871,-0.476371701,-0.242921109,-0.629066904,-0.202998592,-0.709760905,-1.287101256,0.246795606,1.457358549,-0.376586517,-1.156964781,-1.792537628,1.231281831,0.211203277,1.12572422,-0.442759166,0.353540894
128,128,1,-1.110266246,8.138657601,7.365302728,7.168777385,6.719722136,5.064677734,-2.150881652,-1.36976865,-1.814369426,0.526081352,-1.816336207,1.048950857,0.786919907,0.504059747,0.270269569,-0.299489499,1.313585414,0.179223109
129,129,4,0.226184291,-0.17364924,-0.100321199,-0.242921109,-0.162082543,-0.107214824,-0.218469741,-0.6257621,-0.466684597,-0.333559138,0.153847579,0.100968714,-0.604287568,0.435023656,-0.554950041,0.417880641,1.800230811,-0.299244708
130,130,5,2.955461691,0.162647595,0.007727114,-0.242921109,0.649693104,-0.290451945,1.419167471,1.523590158,1.832307169,1.314085134,1.36626837,-0.997908341,-0.30906309,0.772071101,0.703080493,0.956068509,-0.10675972,0.662631304
131,131,2,-0.781957057,-0.227285824,-0.24792021,-0.080143354,-0.372725612,-0.186432391,-0.578749928,-1.121766467,-0.228857863,1.528995256,-1.134349512,-1.571525278,-0.720551915,1.761368776,-0.462830166,-0.038205714,-0.754958142,0.370700363
132,132,1,-1.38219911,4.245914353,4.385218699,3.319746289,4.141588249,5.281454897,-2.150881652,-1.36976865,-1.814369426,0.526081352,-1.816336207,1.456259163,-0.301368104,0.626151944,0.372712982,-0.059048543,0.289640119,0.00936356
133,133,1,-1.388831619,-0.397877433,-0.407755185,-0.242921109,-0.576775854,-0.210799076,-0.709760905,-1.287101256,0.246795606,1.457358549,-0.376586517,-0.213333699,0.032720228,0.595184363,-0.405124965,-0.599890807,1.835773119,1.163777428
134,134,4,0.770050018,0.083829089,-0.058770807,-0.242921109,0.210367005,-0.2728186,0.993381796,0.779583607,0.643173497,0.812628182,1.44204467,-5.120900214,0.047095446,1.294527245,-0.224083499,1.033866971,-0.253180216,0.860176905
135,135,1,-0.916265362,-0.226535821,-0.182222166,-0.242921109,-0.477138375,-0.299744683,-0.709760905,1.771592341,0.563897919,-1.551383164,-1.210125812,2.521082215,-0.667394613,-1.061575468,-0.875854867,-2.080650995,-1.515970287,-1.066308047
136,136,1,-0.871495927,-0.260592779,-0.324838157,-0.242921109,-0.413806599,-0.171556441,0.469337888,-0.295092521,-1.259440379,-0.83501609,0.608505376,0.379699091,0.58559465,-0.875750583,-0.45386573,0.040058962,-0.162708398,-0.012766352
137,137,4,0.607553551,-0.05587603,-0.334231313,-0.242921109,-0.417351372,-0.183682277,1.288156494,0.118244451,1.118826966,0.884264889,0.987386873,0.42030738,0.907855453,-0.402051422,-0.276984004,0.716943672,-0.617494074,0.248356305
138,138,2,-0.538212356,4.833257672,4.274203273,3.729819434,3.676444009,2.933167143,-1.36481579,-0.419093613,-1.457629324,0.382807937,-1.248013961,1.425120376,0.996980572,-0.158074703,0.256233341,-0.418075979,-0.620633619,-0.657228091
